ID,Date,City,Area,Primary Type,Description,Location Description,Arrest,Domestic,Year,Latitude,Longitude
PK-2026507,03/27/2021 11:45:00 AM,Faisalabad,Madina Town,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,2021,31.481389,73.100925
PK-2026508,07/20/2022 08:40:00 PM,Quetta,Satellite Town,THEFT,$500 AND UNDER,DRUG STORE,True,False,2022,30.203322,66.989351
PK-2026509,10/13/2021 12:00:00 AM,Peshawar,Hayatabad,THEFT,$500 AND UNDER,SIDEWALK,False,False,2021,33.973568,71.542924
PK-2026510,01/10/2023 10:45:00 PM,Rawalpindi,Adiala Road,NARCOTICS,POSS: CRACK,STREET,True,False,2023,33.603,72.975143
PK-2026511,07/26/2025 08:00:00 PM,Lahore,Johar Town,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,2025,31.516633,74.290962
PK-2026512,01/31/2022 07:22:36 PM,Hyderabad,Cantt,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,False,False,2022,25.362858,68.391491
PK-2026513,03/04/2023 07:00:00 PM,Multan,Model Town,THEFT,$500 AND UNDER,STREET,False,False,2023,30.161937,71.520076
PK-2026514,02/04/2021 08:10:00 PM,Karachi,Liaquatabad,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,2021,24.871853,66.94808
PK-2026515,04/11/2024 06:00:00 AM,Karachi,Nazimabad,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2024,24.87031,67.060484
PK-2026516,12/10/2024 03:00:00 AM,Lahore,Township,BATTERY,SIMPLE,RESIDENCE,False,False,2024,31.500678,74.290534
PK-2026517,01/23/2024 12:00:00 PM,Faisalabad,Jaranwala Road,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,2024,31.495695,73.158404
PK-2026518,10/03/2023 10:30:00 PM,Gujranwala,Peoples Colony,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2023,32.159572,74.252541
PK-2026519,11/16/2025 08:30:00 AM,Karachi,Liaquatabad,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2025,24.816242,66.969802
PK-2026520,05/21/2022 09:30:00 AM,Rawalpindi,Adiala Road,THEFT,$500 AND UNDER,STREET,False,False,2022,33.61175,72.97397
PK-2026521,12/16/2020 05:30:00 AM,Lahore,Johar Town,THEFT,$500 AND UNDER,STREET,False,False,2020,31.604378,74.298166
PK-2026522,04/03/2022 08:00:00 PM,Quetta,Sariab Road,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,False,2022,30.223255,66.951393
PK-2026523,06/14/2020 09:00:00 PM,Multan,Bosan Road,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,2020,30.194642,71.477025
PK-2026524,09/26/2025 07:00:00 PM,Faisalabad,Gulberg,BATTERY,SIMPLE,STREET,False,False,2025,31.469029,73.158059
PK-2026525,01/28/2021 12:50:01 AM,Lahore,Defence (DHA),THEFT,$500 AND UNDER,DRUG STORE,True,False,2021,31.555803,74.291075
PK-2026526,05/16/2023 07:10:00 PM,Lahore,Iqbal Town,ASSAULT,SIMPLE,RESIDENCE,False,True,2023,31.500138,74.344731
PK-2026527,06/05/2020 11:00:00 AM,Lahore,Garden Town,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2020,31.538714,74.403204
PK-2026528,07/18/2022 09:17:00 PM,Karachi,Landhi,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,2022,24.845423,67.038776
PK-2026529,11/29/2020 10:45:00 AM,Multan,Gulgasht Colony,ASSAULT,SIMPLE,STREET,False,False,2020,30.12867,71.538726
PK-2026530,04/11/2025 10:23:51 AM,Faisalabad,Gulberg,CRIMINAL DAMAGE,TO PROPERTY,WAREHOUSE,False,False,2025,31.47721,73.11175
PK-2026531,06/08/2020 06:00:00 AM,Gujranwala,Peoples Colony,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,PARKING LOT/GARAGE(NON.RESID.),False,False,2020,32.187205,74.209368
PK-2026532,08/14/2022 07:50:00 AM,Gujranwala,Model Town,BATTERY,SIMPLE,RESIDENCE,False,True,2022,32.137426,74.197745
PK-2026533,01/22/2020 11:00:00 PM,Islamabad,Blue Area,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,False,2020,33.650822,73.03903
PK-2026534,03/08/2024 10:30:00 PM,Faisalabad,Peoples Colony,CRIMINAL DAMAGE,TO VEHICLE,CHA PARKING LOT/GROUNDS,False,True,2024,31.472391,73.090685
PK-2026535,02/08/2021 09:25:32 PM,Quetta,Jinnah Town,BATTERY,SIMPLE,SIDEWALK,False,False,2021,30.128936,67.021393
PK-2026536,08/24/2020 03:00:00 PM,Multan,Shah Rukn-e-Alam,BATTERY,SIMPLE,SIDEWALK,False,False,2020,30.199645,71.518874
PK-2026537,09/04/2022 05:54:18 PM,Karachi,Malir,CRIMINAL TRESPASS,TO LAND,RESIDENCE,True,False,2022,24.860118,66.964455
PK-2026538,09/19/2020 07:26:42 PM,Lahore,Garden Town,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2020,31.54737,74.327731
PK-2026539,03/11/2023 11:00:00 PM,Karachi,Gulshan-e-Iqbal,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,False,False,2023,24.871789,66.990796
PK-2026540,10/29/2020 10:25:00 AM,Quetta,Satellite Town,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,2020,30.218762,67.014305
PK-2026541,03/15/2022 07:00:00 PM,Rawalpindi,Committee Chowk,BATTERY,SIMPLE,POLICE FACILITY/VEH PARKING LOT,False,False,2022,33.546837,73.044934
PK-2026542,04/19/2024 11:15:00 AM,Karachi,North Nazimabad,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2024,24.882062,67.033417
PK-2026543,11/14/2023 12:13:43 AM,Peshawar,Ring Road,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2023,34.022988,71.466224
PK-2026544,08/28/2022 11:00:00 AM,Rawalpindi,Committee Chowk,BATTERY,SIMPLE,RESIDENCE,False,False,2022,33.537143,73.006838
PK-2026545,12/06/2024 12:00:00 PM,Lahore,Defence (DHA),THEFT,OVER $500,RESIDENCE,False,False,2024,31.595136,74.341361
PK-2026546,01/27/2021 11:02:00 PM,Karachi,Gulshan-e-Iqbal,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,RESIDENCE,True,False,2021,24.896391,66.943403
PK-2026547,03/07/2020 09:10:00 AM,Peshawar,Ring Road,BATTERY,SIMPLE,RESIDENCE,False,True,2020,34.034114,71.496078
PK-2026548,02/21/2024 06:41:00 AM,Islamabad,E-11,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,2024,33.72647,73.079135
PK-2026549,04/03/2025 01:40:00 PM,Faisalabad,Gulberg,NARCOTICS,POSS: CRACK,STREET,True,False,2025,31.494475,73.091453
PK-2026550,09/16/2021 04:40:00 PM,Islamabad,Sector G-10,BATTERY,SIMPLE,ALLEY,False,False,2021,33.709404,73.052137
PK-2026551,11/03/2020 10:00:00 PM,Multan,Bosan Road,THEFT,$500 AND UNDER,STREET,False,False,2020,30.197942,71.490724
PK-2026552,07/11/2021 05:00:00 PM,Islamabad,E-11,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,True,2021,33.708097,72.989354
PK-2026553,10/25/2022 05:35:05 PM,Islamabad,F-8,ASSAULT,SIMPLE,RESIDENCE,False,True,2022,33.706017,73.016844
PK-2026554,06/17/2020 12:39:53 PM,Multan,Gulgasht Colony,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,2020,30.171733,71.582005
PK-2026555,10/19/2021 03:00:00 AM,Lahore,Shalimar,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,2021,31.580026,74.379784
PK-2026556,11/01/2021 08:00:00 PM,Karachi,Defence (DHA),MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2021,24.819733,67.056249
PK-2026557,11/01/2022 09:13:00 PM,Karachi,Nazimabad,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2022,24.906404,66.999642
PK-2026558,07/17/2025 07:00:00 PM,Peshawar,University Town,THEFT,OVER $500,STREET,False,False,2025,34.059721,71.478068
PK-2026559,11/11/2022 05:00:00 PM,Rawalpindi,Peshawar Road,THEFT,$500 AND UNDER,STREET,False,False,2022,33.50861,73.022655
PK-2026560,10/27/2024 09:00:00 AM,Peshawar,Faqirabad,OTHER OFFENSE,TELEPHONE THREAT,MEDICAL / DENTAL OFFICE,False,False,2024,34.054198,71.519425
PK-2026561,12/06/2021 11:38:00 AM,Karachi,Saddar,ROBBERY,ARMED: HANDGUN,GAS STATION,False,False,2021,24.816164,67.042423
PK-2026562,06/16/2022 01:53:40 PM,Karachi,Malir,THEFT,$500 AND UNDER,STREET,False,False,2022,24.840914,66.95287
PK-2026563,11/13/2023 05:00:00 PM,Karachi,Korangi,BATTERY,SIMPLE,RESIDENCE,False,False,2023,24.889921,66.999689
PK-2026564,07/20/2024 08:34:00 PM,Lahore,Shalimar,BATTERY,SIMPLE,APARTMENT,False,False,2024,31.508991,74.301606
PK-2026565,03/10/2025 01:00:00 AM,Rawalpindi,Peshawar Road,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,OTHER,False,False,2025,33.603256,72.995861
PK-2026566,08/01/2021 04:20:00 PM,Lahore,Garden Town,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,2021,31.589556,74.372083
PK-2026567,03/17/2022 07:30:00 PM,Lahore,Garden Town,ASSAULT,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,2022,31.550596,74.340722
PK-2026568,10/10/2022 06:30:00 PM,Hyderabad,Qasimabad,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,False,False,2022,25.336766,68.342907
PK-2026569,03/15/2020 08:45:00 AM,Lahore,Samanabad,BATTERY,SIMPLE,APARTMENT,False,True,2020,31.524145,74.330937
PK-2026570,01/07/2022 08:13:44 PM,Islamabad,I-8,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2022,33.698431,73.043034
PK-2026571,08/18/2020 04:00:00 AM,Faisalabad,Gulberg,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2020,31.508142,73.169202
PK-2026572,07/17/2020 10:30:00 PM,Lahore,Shalimar,NARCOTICS,POSS: CRACK,STREET,True,False,2020,31.565518,74.39065
PK-2026573,05/03/2020 12:00:00 AM,Rawalpindi,Adiala Road,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2020,33.536276,73.07154
PK-2026574,11/13/2025 07:15:00 PM,Multan,Cantt,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,2025,30.173581,71.559328
PK-2026575,06/03/2024 07:00:00 PM,Quetta,Sariab Road,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),True,False,2024,30.184598,66.952849
PK-2026576,01/06/2024 10:40:00 AM,Karachi,Malir,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2024,24.894281,67.023676
PK-2026577,11/29/2021 03:05:00 PM,Hyderabad,Cantt,BATTERY,SIMPLE,APPLIANCE STORE,False,False,2021,25.348838,68.350312
PK-2026578,06/01/2024 10:45:00 PM,Islamabad,F-10,BURGLARY,ATTEMPT FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,2024,33.715723,73.01846
PK-2026579,03/22/2023 05:00:00 PM,Lahore,Samanabad,THEFT,OVER $500,STREET,False,False,2023,31.554652,74.384505
PK-2026580,07/19/2021 07:00:00 PM,Lahore,Johar Town,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2021,31.605259,74.288211
PK-2026581,01/05/2023 05:35:40 AM,Gujranwala,Model Town,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,2023,32.168725,74.242711
PK-2026582,03/27/2020 05:18:00 PM,Islamabad,E-11,NARCOTICS,POSS: CRACK,STREET,True,False,2020,33.700315,73.043277
PK-2026583,04/27/2025 05:00:00 PM,Lahore,Faisal Town,OTHER OFFENSE,OTHER VEHICLE OFFENSE,ALLEY,False,False,2025,31.601543,74.360064
PK-2026584,09/14/2025 11:45:00 PM,Rawalpindi,Saddar,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,2025,33.517401,73.036022
PK-2026585,07/07/2023 02:00:00 PM,Karachi,Gulshan-e-Iqbal,ASSAULT,SIMPLE,STREET,False,False,2023,24.913167,67.048514
PK-2026586,12/14/2025 12:20:00 PM,Karachi,Defence (DHA),THEFT,ATTEMPT THEFT,DEPARTMENT STORE,False,False,2025,24.883246,67.0175
PK-2026587,11/10/2023 12:50:00 AM,Karachi,Clifton,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,2023,24.80884,67.014772
PK-2026588,03/30/2024 07:45:00 PM,Karachi,Landhi,BATTERY,SIMPLE,STREET,False,True,2024,24.836816,66.949098
PK-2026589,08/10/2023 09:30:00 PM,Karachi,Clifton,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2023,24.885681,67.003309
PK-2026590,09/28/2024 02:00:00 PM,Karachi,Saddar,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2024,24.808782,66.95912
PK-2026591,11/04/2022 09:00:00 PM,Rawalpindi,Westridge,THEFT,OVER $500,STREET,False,False,2022,33.57496,73.045392
PK-2026592,12/10/2025 06:02:20 PM,Karachi,Defence (DHA),BATTERY,SIMPLE,STREET,False,False,2025,24.842206,67.002567
PK-2026593,01/22/2021 10:30:00 PM,Lahore,Township,BATTERY,SIMPLE,RESIDENCE,True,False,2021,31.56421,74.365227
PK-2026594,05/11/2021 10:31:06 PM,Multan,Gulgasht Colony,BATTERY,SIMPLE,STREET,False,True,2021,30.102989,71.469901
PK-2026595,03/12/2022 01:50:00 PM,Islamabad,G-6,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,2022,33.728984,72.998075
PK-2026596,09/27/2021 06:30:00 PM,Rawalpindi,Raja Bazaar,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2021,33.621919,73.042859
PK-2026597,01/25/2025 10:20:00 PM,Karachi,Malir,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,True,False,2025,24.916965,66.94975
PK-2026598,03/11/2025 01:58:58 AM,Karachi,Defence (DHA),CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,False,False,2025,24.890658,66.949651
PK-2026599,02/26/2025 03:00:00 PM,Karachi,Korangi,THEFT,FROM BUILDING,APARTMENT,False,False,2025,24.81631,66.942553
